	1016-Treubia_lacunosa	1017-Porella_caespitans_var_nipponica	1025-Porella_chinensis	1026-Bazzania_tridens	225-Ptilidium_ciliare	231-Lunularia_cruciata	302-Haplomitrium_mnioides	343-Odontoschisma_sphagni	349-Blasia_pusilla	359-Scapania_nepalensis	368-Metzgeria_furcata	369-Plagiochila_semidecurrens	604-Gackstroemia_magellanica	620-Vetaforma_dusenii	621-Plagiochila_sp	623-Mesoptychia_sp	625-Noteroclada_confluens	626-Acrobolbus_urvilleanus	630-Porella_platyphylla	653-Riccia_cavernosa	664-Conocephalum_conicum	888-Acrolejeunea_sandvicensis	889-Fossombronia_cristula	890-Blasia_pusilla	891-Pleurozia_purpurea	905-Metzgeria_hamata	906-Herbertus_kurzii	908-Cyathodium_cavernarum	909-Ricciocarpos_natans	912-Pallavicinia_ambigua	952-Plagiochasma_appendiculatum	955-Jungermannia_erectum	957-Frullania_moniliata	961-Lepidozia_reptans	963-Plicanthus_hirtellus	965-Tetralophozia_filiformis	966-Tritomaria_exsectiformis	M158-Sphaerocarpos_donnellii	MAPA-Marchantia_paleacea	MpMON-Marchantia_polymorpha_montivagans	MpPOL-Marchantia_polymorpha_polymorpha	MpTAKv6-Marchantia_polymorpha_rudelaris
Number of genes per-species in orthogroup	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups
'0	33222	32585	31096	31499	32332	32863	33216	32090	31830	30879	31298	32040	31543	31157	32100	30414	30221	30345	32135	30579	32926	32641	31868	31838	31450	31996	30601	32622	32016	32183	32556	32936	32098	32009	30845	31366	31631	32143	30298	27947	28629	28255
'1	3587	4103	4478	4626	4137	4304	3359	4347	5498	4533	4335	4013	4534	4447	4292	4842	3701	4956	4536	3127	4432	4129	3835	5473	4035	4408	3554	4117	4311	3971	4364	4137	4246	4367	4923	4843	4436	4018	6089	7931	7223	6341
'2	947	1033	1294	1286	1208	758	995	1146	773	1451	1425	1290	1427	1490	1228	1651	2346	1567	1005	2802	731	992	1375	748	1390	1076	2220	940	1240	1223	931	807	1234	1171	1392	1201	1159	1208	1180	1513	1540	2044
'3	295	354	501	487	393	242	312	390	224	582	604	441	507	558	358	646	876	591	297	772	206	315	550	231	586	393	784	298	430	449	296	245	454	467	532	465	491	422	420	506	506	769
'4	117	143	256	224	165	112	168	190	84	270	280	225	238	274	164	303	382	267	181	398	91	159	282	89	267	167	407	146	187	211	105	107	182	184	266	221	240	214	181	227	222	418
'5	87	88	171	103	95	60	92	100	39	176	167	106	112	155	95	166	218	170	76	222	51	78	137	41	154	122	229	73	93	109	70	57	106	102	155	122	127	112	96	116	130	225
'6	51	49	119	78	49	45	69	64	26	101	82	69	55	93	72	104	152	114	56	163	24	51	81	28	92	50	135	61	73	87	43	32	56	63	113	87	76	60	47	76	66	144
'7	19	28	86	44	27	28	60	35	15	70	60	50	28	67	28	75	96	74	38	93	18	32	57	13	72	45	97	41	39	56	32	25	46	45	60	52	48	53	32	52	55	80
'8	29	25	59	30	27	25	41	35	14	40	50	44	24	50	27	47	68	53	31	58	19	19	43	15	44	35	82	33	25	36	17	22	27	21	50	28	37	31	34	36	37	62
'9	24	17	59	13	12	12	31	23	7	47	38	26	15	42	20	34	60	44	24	53	7	12	17	14	31	23	42	20	21	27	10	13	19	20	33	25	28	28	25	19	29	41
'10	21	17	47	28	8	11	21	9	6	34	31	18	13	21	22	40	38	29	15	38	3	14	27	6	41	19	42	17	22	21	7	8	10	9	22	19	21	22	20	18	15	31
11-15	48	41	121	54	35	25	76	45	7	97	72	60	16	77	54	106	131	101	53	102	16	41	65	18	88	63	127	61	48	60	45	38	27	36	61	54	82	66	58	54	43	61
16-20	21	17	64	22	19	14	33	19	6	52	29	34	10	41	27	42	69	63	26	36	7	22	31	4	50	22	62	30	9	23	13	21	17	19	24	23	42	35	22	21	19	33
21-50	39	22	129	23	18	20	50	35	3	123	53	83	7	47	37	55	119	118	48	77	0	25	86	9	116	69	115	55	16	55	29	40	8	15	37	21	80	93	28	15	17	24
51-100	12	8	40	12	7	9	5	4	0	53	5	18	2	10	5	7	31	33	7	8	1	2	46	5	59	30	26	15	2	17	11	21	0	3	16	4	29	23	2	1	1	3
101-150	5	2	8	1	0	3	0	0	0	12	2	7	1	3	2	0	15	6	4	2	0	0	16	0	16	5	3	2	0	3	2	5	2	1	1	0	3	3	0	0	0	1
151-200	1	0	2	2	0	0	0	0	0	6	0	2	0	0	1	0	3	1	0	0	0	0	10	0	12	4	4	1	0	0	1	5	0	0	2	1	1	1	0	0	0	0
201-500	6	0	2	0	0	1	2	0	0	5	1	5	0	0	0	0	6	0	0	2	0	0	5	0	24	5	2	0	0	1	0	9	0	0	0	0	1	0	0	0	0	0
501-1000	1	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
'1001+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0

Number of genes per-species in orthogroup	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups
'0	86.2	84.6	80.7	81.7	83.9	85.3	86.2	83.3	82.6	80.1	81.2	83.2	81.9	80.9	83.3	78.9	78.4	78.8	83.4	79.4	85.5	84.7	82.7	82.6	81.6	83.0	79.4	84.7	83.1	83.5	84.5	85.5	83.3	83.1	80.1	81.4	82.1	83.4	78.6	72.5	74.3	73.3
'1	9.3	10.6	11.6	12.0	10.7	11.2	8.7	11.3	14.3	11.8	11.3	10.4	11.8	11.5	11.1	12.6	9.6	12.9	11.8	8.1	11.5	10.7	10.0	14.2	10.5	11.4	9.2	10.7	11.2	10.3	11.3	10.7	11.0	11.3	12.8	12.6	11.5	10.4	15.8	20.6	18.7	16.5
'2	2.5	2.7	3.4	3.3	3.1	2.0	2.6	3.0	2.0	3.8	3.7	3.3	3.7	3.9	3.2	4.3	6.1	4.1	2.6	7.3	1.9	2.6	3.6	1.9	3.6	2.8	5.8	2.4	3.2	3.2	2.4	2.1	3.2	3.0	3.6	3.1	3.0	3.1	3.1	3.9	4.0	5.3
'3	0.8	0.9	1.3	1.3	1.0	0.6	0.8	1.0	0.6	1.5	1.6	1.1	1.3	1.4	0.9	1.7	2.3	1.5	0.8	2.0	0.5	0.8	1.4	0.6	1.5	1.0	2.0	0.8	1.1	1.2	0.8	0.6	1.2	1.2	1.4	1.2	1.3	1.1	1.1	1.3	1.3	2.0
'4	0.3	0.4	0.7	0.6	0.4	0.3	0.4	0.5	0.2	0.7	0.7	0.6	0.6	0.7	0.4	0.8	1.0	0.7	0.5	1.0	0.2	0.4	0.7	0.2	0.7	0.4	1.1	0.4	0.5	0.5	0.3	0.3	0.5	0.5	0.7	0.6	0.6	0.6	0.5	0.6	0.6	1.1
'5	0.2	0.2	0.4	0.3	0.2	0.2	0.2	0.3	0.1	0.5	0.4	0.3	0.3	0.4	0.2	0.4	0.6	0.4	0.2	0.6	0.1	0.2	0.4	0.1	0.4	0.3	0.6	0.2	0.2	0.3	0.2	0.1	0.3	0.3	0.4	0.3	0.3	0.3	0.2	0.3	0.3	0.6
'6	0.1	0.1	0.3	0.2	0.1	0.1	0.2	0.2	0.1	0.3	0.2	0.2	0.1	0.2	0.2	0.3	0.4	0.3	0.1	0.4	0.1	0.1	0.2	0.1	0.2	0.1	0.4	0.2	0.2	0.2	0.1	0.1	0.1	0.2	0.3	0.2	0.2	0.2	0.1	0.2	0.2	0.4
'7	0.0	0.1	0.2	0.1	0.1	0.1	0.2	0.1	0.0	0.2	0.2	0.1	0.1	0.2	0.1	0.2	0.2	0.2	0.1	0.2	0.0	0.1	0.1	0.0	0.2	0.1	0.3	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.2
'8	0.1	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.2	0.0	0.0	0.1	0.0	0.1	0.1	0.2	0.1	0.1	0.1	0.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2
'9	0.1	0.0	0.2	0.0	0.0	0.0	0.1	0.1	0.0	0.1	0.1	0.1	0.0	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.1	0.1	0.1	0.1	0.0	0.0	0.0	0.1	0.1	0.1	0.1	0.1	0.1	0.0	0.1	0.1
'10	0.1	0.0	0.1	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.1	0.0	0.0	0.1	0.1	0.1	0.1	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.1	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.1	0.1	0.0	0.0	0.1
11-15	0.1	0.1	0.3	0.1	0.1	0.1	0.2	0.1	0.0	0.3	0.2	0.2	0.0	0.2	0.1	0.3	0.3	0.3	0.1	0.3	0.0	0.1	0.2	0.0	0.2	0.2	0.3	0.2	0.1	0.2	0.1	0.1	0.1	0.1	0.2	0.1	0.2	0.2	0.2	0.1	0.1	0.2
16-20	0.1	0.0	0.2	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.1	0.1	0.0	0.1	0.1	0.1	0.2	0.2	0.1	0.1	0.0	0.1	0.1	0.0	0.1	0.1	0.2	0.1	0.0	0.1	0.0	0.1	0.0	0.0	0.1	0.1	0.1	0.1	0.1	0.1	0.0	0.1
21-50	0.1	0.1	0.3	0.1	0.0	0.1	0.1	0.1	0.0	0.3	0.1	0.2	0.0	0.1	0.1	0.1	0.3	0.3	0.1	0.2	0.0	0.1	0.2	0.0	0.3	0.2	0.3	0.1	0.0	0.1	0.1	0.1	0.0	0.0	0.1	0.1	0.2	0.2	0.1	0.0	0.0	0.1
51-100	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.2	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0
101-150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
151-200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
201-500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
501-1000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
'1001+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Number of genes per-species in orthogroup	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes
'0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'1	3587	4103	4478	4626	4137	4304	3359	4347	5498	4533	4335	4013	4534	4447	4292	4842	3701	4956	4536	3127	4432	4129	3835	5473	4035	4408	3554	4117	4311	3971	4364	4137	4246	4367	4923	4843	4436	4018	6089	7931	7223	6341
'2	1894	2066	2588	2572	2416	1516	1990	2292	1546	2902	2850	2580	2854	2980	2456	3302	4692	3134	2010	5604	1462	1984	2750	1496	2780	2152	4440	1880	2480	2446	1862	1614	2468	2342	2784	2402	2318	2416	2360	3026	3080	4088
'3	885	1062	1503	1461	1179	726	936	1170	672	1746	1812	1323	1521	1674	1074	1938	2628	1773	891	2316	618	945	1650	693	1758	1179	2352	894	1290	1347	888	735	1362	1401	1596	1395	1473	1266	1260	1518	1518	2307
'4	468	572	1024	896	660	448	672	760	336	1080	1120	900	952	1096	656	1212	1528	1068	724	1592	364	636	1128	356	1068	668	1628	584	748	844	420	428	728	736	1064	884	960	856	724	908	888	1672
'5	435	440	855	515	475	300	460	500	195	880	835	530	560	775	475	830	1090	850	380	1110	255	390	685	205	770	610	1145	365	465	545	350	285	530	510	775	610	635	560	480	580	650	1125
'6	306	294	714	468	294	270	414	384	156	606	492	414	330	558	432	624	912	684	336	978	144	306	486	168	552	300	810	366	438	522	258	192	336	378	678	522	456	360	282	456	396	864
'7	133	196	602	308	189	196	420	245	105	490	420	350	196	469	196	525	672	518	266	651	126	224	399	91	504	315	679	287	273	392	224	175	322	315	420	364	336	371	224	364	385	560
'8	232	200	472	240	216	200	328	280	112	320	400	352	192	400	216	376	544	424	248	464	152	152	344	120	352	280	656	264	200	288	136	176	216	168	400	224	296	248	272	288	296	496
'9	216	153	531	117	108	108	279	207	63	423	342	234	135	378	180	306	540	396	216	477	63	108	153	126	279	207	378	180	189	243	90	117	171	180	297	225	252	252	225	171	261	369
'10	210	170	470	280	80	110	210	90	60	340	310	180	130	210	220	400	380	290	150	380	30	140	270	60	410	190	420	170	220	210	70	80	100	90	220	190	210	220	200	180	150	310
11-15	608	523	1534	680	438	316	945	578	87	1240	890	778	210	993	688	1325	1640	1278	688	1277	201	520	838	234	1107	789	1616	760	600	756	559	492	337	436	777	672	1036	851	724	676	521	771
16-20	380	299	1121	393	334	258	584	338	104	908	510	609	172	723	482	747	1224	1134	469	626	121	393	553	70	902	393	1103	534	162	402	236	375	301	338	424	402	732	627	379	357	334	587
21-50	1140	609	4053	705	549	625	1495	1093	93	4067	1660	2637	187	1487	1208	1645	3769	3606	1448	2197	0	732	2720	262	3724	2120	3545	1680	468	1735	924	1285	259	402	1094	647	2417	2880	790	415	430	736
51-100	912	493	2605	764	480	591	316	260	0	3553	336	1139	163	666	318	437	2190	2198	437	652	52	117	3374	372	4302	2051	1718	1024	107	1163	653	1436	0	189	1002	325	2011	1559	138	96	87	187
101-150	578	233	972	128	0	364	0	0	0	1359	208	783	136	353	203	0	1765	713	480	237	0	0	1919	0	1847	645	361	228	0	377	222	615	223	132	125	0	355	345	0	0	0	109
151-200	184	0	345	348	0	0	0	0	0	1050	0	362	0	0	192	0	519	154	0	0	0	0	1775	0	2040	655	637	153	0	0	165	859	0	0	361	161	160	185	0	0	0	0
201-500	1471	0	732	0	0	206	723	0	0	1581	231	1560	0	0	0	0	1853	0	0	651	0	0	1458	0	6509	1166	762	0	0	216	0	2658	0	0	0	0	299	0	0	0	0	0
501-1000	601	0	0	0	0	0	1487	0	0	691	0	759	0	0	0	0	0	0	0	0	0	0	767	0	2328	0	0	0	0	0	0	2131	0	0	0	0	0	0	0	0	0	0
'1001+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2426	0	0	0	0	0	0	1439	0	0	0	0	0	0	0	0	0	0

Number of genes per-species in orthogroup	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes
'0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
'1	20.8	31.3	16.6	26.4	30.9	34.4	20.4	30.5	48.9	15.5	23.5	18.7	30.6	22.2	29.0	22.4	11.1	18.7	30.9	12.3	41.2	28.7	13.6	47.4	9.6	22.3	12.3	23.0	29.4	21.4	33.1	19.0	28.5	32.5	25.8	33.0	22.7	21.7	32.9	42.2	41.6	28.0
'2	11.0	15.7	9.6	14.7	18.1	12.1	12.1	16.1	13.8	9.9	15.5	12.0	19.3	14.9	16.6	15.3	14.0	11.8	13.7	22.0	13.6	13.8	9.8	13.0	6.6	10.9	15.4	10.5	16.9	13.2	14.1	7.4	16.6	17.5	14.6	16.3	11.8	13.0	12.8	16.1	17.7	18.0
'3	5.1	8.1	5.6	8.3	8.8	5.8	5.7	8.2	6.0	6.0	9.8	6.2	10.3	8.4	7.2	9.0	7.9	6.7	6.1	9.1	5.8	6.6	5.9	6.0	4.2	6.0	8.2	5.0	8.8	7.3	6.7	3.4	9.1	10.4	8.4	9.5	7.5	6.8	6.8	8.1	8.7	10.2
'4	2.7	4.4	3.8	5.1	4.9	3.6	4.1	5.3	3.0	3.7	6.1	4.2	6.4	5.5	4.4	5.6	4.6	4.0	4.9	6.3	3.4	4.4	4.0	3.1	2.5	3.4	5.7	3.3	5.1	4.5	3.2	2.0	4.9	5.5	5.6	6.0	4.9	4.6	3.9	4.8	5.1	7.4
'5	2.5	3.4	3.2	2.9	3.5	2.4	2.8	3.5	1.7	3.0	4.5	2.5	3.8	3.9	3.2	3.8	3.3	3.2	2.6	4.4	2.4	2.7	2.4	1.8	1.8	3.1	4.0	2.0	3.2	2.9	2.7	1.3	3.6	3.8	4.1	4.2	3.2	3.0	2.6	3.1	3.7	5.0
'6	1.8	2.2	2.6	2.7	2.2	2.2	2.5	2.7	1.4	2.1	2.7	1.9	2.2	2.8	2.9	2.9	2.7	2.6	2.3	3.8	1.3	2.1	1.7	1.5	1.3	1.5	2.8	2.0	3.0	2.8	2.0	0.9	2.3	2.8	3.6	3.6	2.3	1.9	1.5	2.4	2.3	3.8
'7	0.8	1.5	2.2	1.8	1.4	1.6	2.5	1.7	0.9	1.7	2.3	1.6	1.3	2.3	1.3	2.4	2.0	2.0	1.8	2.6	1.2	1.6	1.4	0.8	1.2	1.6	2.4	1.6	1.9	2.1	1.7	0.8	2.2	2.3	2.2	2.5	1.7	2.0	1.2	1.9	2.2	2.5
'8	1.3	1.5	1.8	1.4	1.6	1.6	2.0	2.0	1.0	1.1	2.2	1.6	1.3	2.0	1.5	1.7	1.6	1.6	1.7	1.8	1.4	1.1	1.2	1.0	0.8	1.4	2.3	1.5	1.4	1.6	1.0	0.8	1.5	1.3	2.1	1.5	1.5	1.3	1.5	1.5	1.7	2.2
'9	1.2	1.2	2.0	0.7	0.8	0.9	1.7	1.5	0.6	1.4	1.9	1.1	0.9	1.9	1.2	1.4	1.6	1.5	1.5	1.9	0.6	0.8	0.5	1.1	0.7	1.0	1.3	1.0	1.3	1.3	0.7	0.5	1.1	1.3	1.6	1.5	1.3	1.4	1.2	0.9	1.5	1.6
'10	1.2	1.3	1.7	1.6	0.6	0.9	1.3	0.6	0.5	1.2	1.7	0.8	0.9	1.0	1.5	1.8	1.1	1.1	1.0	1.5	0.3	1.0	1.0	0.5	1.0	1.0	1.5	0.9	1.5	1.1	0.5	0.4	0.7	0.7	1.2	1.3	1.1	1.2	1.1	1.0	0.9	1.4
11-15	3.5	4.0	5.7	3.9	3.3	2.5	5.7	4.1	0.8	4.2	4.8	3.6	1.4	5.0	4.6	6.1	4.9	4.8	4.7	5.0	1.9	3.6	3.0	2.0	2.6	4.0	5.6	4.2	4.1	4.1	4.2	2.3	2.3	3.2	4.1	4.6	5.3	4.6	3.9	3.6	3.0	3.4
16-20	2.2	2.3	4.2	2.2	2.5	2.1	3.5	2.4	0.9	3.1	2.8	2.8	1.2	3.6	3.3	3.5	3.7	4.3	3.2	2.5	1.1	2.7	2.0	0.6	2.2	2.0	3.8	3.0	1.1	2.2	1.8	1.7	2.0	2.5	2.2	2.7	3.7	3.4	2.0	1.9	1.9	2.6
21-50	6.6	4.6	15.0	4.0	4.1	5.0	9.1	7.7	0.8	13.9	9.0	12.3	1.3	7.4	8.2	7.6	11.3	13.6	9.9	8.6	0.0	5.1	9.7	2.3	8.9	10.7	12.3	9.4	3.2	9.3	7.0	5.9	1.7	3.0	5.7	4.4	12.4	15.5	4.3	2.2	2.5	3.2
