	1016-Treubia_lacunosa	1017-Porella_caespitans_var_nipponica	1025-Porella_chinensis	1026-Bazzania_tridens	225-Ptilidium_ciliare	231-Lunularia_cruciata	302-Haplomitrium_mnioides	343-Odontoschisma_sphagni	349-Blasia_pusilla	359-Scapania_nepalensis	368-Metzgeria_furcata	369-Plagiochila_semidecurrens	604-Gackstroemia_magellanica	620-Vetaforma_dusenii	621-Plagiochila_sp	623-Mesoptychia_sp	625-Noteroclada_confluens	626-Acrobolbus_urvilleanus	630-Porella_platyphylla	653-Riccia_cavernosa	664-Conocephalum_conicum	888-Acrolejeunea_sandvicensis	889-Fossombronia_cristula	890-Blasia_pusilla	891-Pleurozia_purpurea	905-Metzgeria_hamata	906-Herbertus_kurzii	908-Cyathodium_cavernarum	909-Ricciocarpos_natans	912-Pallavicinia_ambigua	952-Plagiochasma_appendiculatum	955-Jungermannia_erectum	957-Frullania_moniliata	961-Lepidozia_reptans	963-Plicanthus_hirtellus	965-Tetralophozia_filiformis	966-Tritomaria_exsectiformis	M158-Sphaerocarpos_donnellii	MAPA-Marchantia_paleacea	MpMON-Marchantia_polymorpha_montivagans	MpPOL-Marchantia_polymorpha_polymorpha	MpTAKv6-Marchantia_polymorpha_rudelaris
Number of genes per-species in orthogroup	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups
'0	68368	67392	64050	65977	67341	67991	68341	66930	67230	63269	65292	66032	66532	65512	66846	64470	63580	64020	66587	64447	68382	67838	65610	67156	63899	66059	63874	67529	67136	66891	67643	67534	67190	66728	64666	65521	65192	66850	64676	61862	62534	62256
'1	4635	5670	6737	6531	5617	5718	4364	6033	6921	7090	6471	5813	6205	6256	5893	7064	5678	7238	6443	4632	5793	5442	5485	6859	5714	6232	5471	5399	5756	5443	5796	5467	5786	6167	7403	7178	6650	5483	8683	11069	10307	8839
'2	1056	1194	2025	1530	1314	717	1185	1252	613	2209	1852	1722	1529	1911	1442	2056	3162	1953	1127	3893	534	1007	1850	629	2269	1350	3213	1020	1276	1436	902	926	1270	1343	1723	1428	1601	1389	995	1369	1473	2394
'3	318	351	793	471	368	243	381	346	121	865	670	523	429	574	342	627	1031	674	361	939	134	320	712	170	927	491	988	378	403	507	258	303	395	405	540	436	668	460	267	306	340	702
'4	154	156	369	168	143	90	207	144	37	425	288	258	148	255	148	267	461	295	162	436	59	140	349	53	536	238	504	191	161	227	114	154	136	156	251	178	318	216	119	138	124	345
'5	89	74	275	96	61	51	95	91	18	275	152	146	48	146	92	150	269	195	89	183	22	78	203	39	318	147	257	113	88	140	70	100	77	76	136	95	149	121	45	72	64	145
'6	65	42	152	57	36	46	83	53	15	160	71	90	29	68	65	100	158	129	46	132	17	49	141	13	237	78	174	88	55	76	51	70	45	29	83	46	86	79	32	56	41	93
'7	38	28	120	36	28	22	65	31	5	134	45	64	17	63	23	45	118	80	34	81	10	26	87	14	161	68	89	61	32	40	26	46	23	23	40	30	71	60	29	26	31	53
'8	43	17	96	15	18	20	48	20	5	79	31	39	8	42	20	42	88	62	25	56	4	21	70	8	115	46	90	38	17	39	23	37	12	23	30	16	38	37	26	22	13	47
'9	21	14	57	16	13	11	29	14	1	71	19	39	4	21	16	18	69	37	19	41	4	12	57	8	84	39	48	31	11	25	12	38	11	6	13	9	32	36	17	15	16	24
'10	12	6	44	20	9	8	24	8	4	51	19	37	1	20	13	23	37	38	13	23	3	5	46	5	86	33	33	26	14	28	12	36	7	0	11	9	27	29	14	14	6	18
11-15	71	22	136	34	13	29	65	25	3	161	41	85	12	51	40	71	136	108	30	74	11	23	155	13	243	84	123	59	15	59	29	94	11	11	40	17	78	103	50	19	18	32
16-20	35	2	66	8	5	11	38	13	0	88	11	48	4	33	12	16	69	66	22	17	0	8	72	3	132	49	39	23	5	22	17	50	5	2	21	2	36	47	11	4	5	14
21-50	58	5	47	11	6	12	40	12	0	90	9	66	6	18	20	24	94	68	13	17	0	4	117	3	199	54	69	15	4	38	20	95	4	4	15	8	25	62	9	1	1	11
51-100	8	0	4	2	1	2	5	1	0	5	1	8	1	3	1	0	17	10	2	2	0	0	16	0	48	5	1	2	0	2	0	13	0	0	1	0	2	1	0	0	0	0
101-150	2	0	1	1	0	2	3	0	0	1	1	2	0	0	0	0	4	0	0	0	0	0	2	0	4	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
151-200	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
201-500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
501-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'1001+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

Number of genes per-species in orthogroup	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups
'0	91.2	89.9	85.4	88.0	89.8	90.7	91.2	89.3	89.7	84.4	87.1	88.1	88.7	87.4	89.2	86.0	84.8	85.4	88.8	86.0	91.2	90.5	87.5	89.6	85.2	88.1	85.2	90.1	89.5	89.2	90.2	90.1	89.6	89.0	86.3	87.4	87.0	89.2	86.3	82.5	83.4	83.0
'1	6.2	7.6	9.0	8.7	7.5	7.6	5.8	8.0	9.2	9.5	8.6	7.8	8.3	8.3	7.9	9.4	7.6	9.7	8.6	6.2	7.7	7.3	7.3	9.1	7.6	8.3	7.3	7.2	7.7	7.3	7.7	7.3	7.7	8.2	9.9	9.6	8.9	7.3	11.6	14.8	13.7	11.8
'2	1.4	1.6	2.7	2.0	1.8	1.0	1.6	1.7	0.8	2.9	2.5	2.3	2.0	2.5	1.9	2.7	4.2	2.6	1.5	5.2	0.7	1.3	2.5	0.8	3.0	1.8	4.3	1.4	1.7	1.9	1.2	1.2	1.7	1.8	2.3	1.9	2.1	1.9	1.3	1.8	2.0	3.2
'3	0.4	0.5	1.1	0.6	0.5	0.3	0.5	0.5	0.2	1.2	0.9	0.7	0.6	0.8	0.5	0.8	1.4	0.9	0.5	1.3	0.2	0.4	0.9	0.2	1.2	0.7	1.3	0.5	0.5	0.7	0.3	0.4	0.5	0.5	0.7	0.6	0.9	0.6	0.4	0.4	0.5	0.9
'4	0.2	0.2	0.5	0.2	0.2	0.1	0.3	0.2	0.0	0.6	0.4	0.3	0.2	0.3	0.2	0.4	0.6	0.4	0.2	0.6	0.1	0.2	0.5	0.1	0.7	0.3	0.7	0.3	0.2	0.3	0.2	0.2	0.2	0.2	0.3	0.2	0.4	0.3	0.2	0.2	0.2	0.5
'5	0.1	0.1	0.4	0.1	0.1	0.1	0.1	0.1	0.0	0.4	0.2	0.2	0.1	0.2	0.1	0.2	0.4	0.3	0.1	0.2	0.0	0.1	0.3	0.1	0.4	0.2	0.3	0.2	0.1	0.2	0.1	0.1	0.1	0.1	0.2	0.1	0.2	0.2	0.1	0.1	0.1	0.2
'6	0.1	0.1	0.2	0.1	0.0	0.1	0.1	0.1	0.0	0.2	0.1	0.1	0.0	0.1	0.1	0.1	0.2	0.2	0.1	0.2	0.0	0.1	0.2	0.0	0.3	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.0	0.1	0.1	0.1	0.1	0.0	0.1	0.1	0.1
'7	0.1	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.1	0.1	0.0	0.1	0.0	0.1	0.2	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.2	0.1	0.1	0.1	0.0	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.1	0.0	0.0	0.0	0.1
'8	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.1	0.0	0.1	0.1	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.2	0.1	0.1	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1
'9	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
'10	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11-15	0.1	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.1	0.1	0.0	0.1	0.1	0.1	0.2	0.1	0.0	0.1	0.0	0.0	0.2	0.0	0.3	0.1	0.2	0.1	0.0	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.1	0.1	0.0	0.0	0.0
16-20	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.2	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0
21-50	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.2	0.0	0.3	0.1	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0
51-100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101-150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
151-200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
201-500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
501-1000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
'1001+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Number of genes per-species in orthogroup	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes
'0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'1	4635	5670	6737	6531	5617	5718	4364	6033	6921	7090	6471	5813	6205	6256	5893	7064	5678	7238	6443	4632	5793	5442	5485	6859	5714	6232	5471	5399	5756	5443	5796	5467	5786	6167	7403	7178	6650	5483	8683	11069	10307	8839
'2	2112	2388	4050	3060	2628	1434	2370	2504	1226	4418	3704	3444	3058	3822	2884	4112	6324	3906	2254	7786	1068	2014	3700	1258	4538	2700	6426	2040	2552	2872	1804	1852	2540	2686	3446	2856	3202	2778	1990	2738	2946	4788
'3	954	1053	2379	1413	1104	729	1143	1038	363	2595	2010	1569	1287	1722	1026	1881	3093	2022	1083	2817	402	960	2136	510	2781	1473	2964	1134	1209	1521	774	909	1185	1215	1620	1308	2004	1380	801	918	1020	2106
'4	616	624	1476	672	572	360	828	576	148	1700	1152	1032	592	1020	592	1068	1844	1180	648	1744	236	560	1396	212	2144	952	2016	764	644	908	456	616	544	624	1004	712	1272	864	476	552	496	1380
'5	445	370	1375	480	305	255	475	455	90	1375	760	730	240	730	460	750	1345	975	445	915	110	390	1015	195	1590	735	1285	565	440	700	350	500	385	380	680	475	745	605	225	360	320	725
'6	390	252	912	342	216	276	498	318	90	960	426	540	174	408	390	600	948	774	276	792	102	294	846	78	1422	468	1044	528	330	456	306	420	270	174	498	276	516	474	192	336	246	558
'7	266	196	840	252	196	154	455	217	35	938	315	448	119	441	161	315	826	560	238	567	70	182	609	98	1127	476	623	427	224	280	182	322	161	161	280	210	497	420	203	182	217	371
'8	344	136	768	120	144	160	384	160	40	632	248	312	64	336	160	336	704	496	200	448	32	168	560	64	920	368	720	304	136	312	184	296	96	184	240	128	304	296	208	176	104	376
'9	189	126	513	144	117	99	261	126	9	639	171	351	36	189	144	162	621	333	171	369	36	108	513	72	756	351	432	279	99	225	108	342	99	54	117	81	288	324	153	135	144	216
'10	120	60	440	200	90	80	240	80	40	510	190	370	10	200	130	230	370	380	130	230	30	50	460	50	860	330	330	260	140	280	120	360	70	0	110	90	270	290	140	140	60	180
11-15	912	269	1711	430	163	372	819	317	38	2038	514	1063	146	653	505	913	1704	1374	385	933	135	285	1958	167	3109	1061	1544	734	181	755	371	1206	135	137	493	208	973	1305	633	237	222	418
16-20	628	38	1181	150	90	196	656	237	0	1550	196	861	67	603	217	284	1224	1170	381	311	0	134	1258	50	2365	883	688	406	93	397	302	887	87	35	377	33	640	835	190	70	87	248
21-50	1718	125	1341	364	156	314	1176	340	0	2562	258	1860	141	534	590	715	2724	1959	361	481	0	99	3449	74	6043	1586	2018	394	119	1071	599	2841	102	102	475	197	694	1782	238	24	25	303
51-100	537	0	278	144	80	124	361	60	0	337	72	521	86	184	57	0	1214	643	105	131	0	0	1015	0	3092	352	56	111	0	107	0	844	0	0	56	0	124	67	0	0	0	0
101-150	247	0	110	105	0	224	387	0	0	131	122	230	0	0	0	0	451	0	0	0	0	0	270	0	495	0	0	0	0	0	0	267	106	0	0	0	0	0	0	0	0	0
151-200	0	0	175	0	0	0	0	0	0	0	0	172	0	0	0	0	192	0	0	0	0	0	182	0	165	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0
201-500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1617	0	0	0	0	0	0	0	0	0	0
501-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'1001+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

Number of genes per-species in orthogroup	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes
'0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
'1	26.8	43.2	25.0	37.2	42.0	45.7	26.5	42.3	61.6	24.3	35.1	27.1	41.9	31.3	39.8	32.6	17.0	27.4	43.8	18.2	53.9	37.9	19.5	59.5	13.6	31.5	19.0	30.1	39.3	29.3	44.0	25.1	38.9	46.0	38.8	48.8	34.0	29.6	46.9	58.9	59.3	39.0
'2	12.2	18.2	15.0	17.4	19.6	11.5	14.4	17.6	10.9	15.1	20.1	16.0	20.7	19.1	19.5	19.0	18.9	14.8	15.3	30.6	9.9	14.0	13.2	10.9	10.8	13.6	22.3	11.4	17.4	15.5	13.7	8.5	17.1	20.0	18.1	19.4	16.4	15.0	10.8	14.6	17.0	21.1
'3	5.5	8.0	8.8	8.1	8.2	5.8	6.9	7.3	3.2	8.9	10.9	7.3	8.7	8.6	6.9	8.7	9.2	7.6	7.4	11.1	3.7	6.7	7.6	4.4	6.6	7.4	10.3	6.3	8.3	8.2	5.9	4.2	8.0	9.1	8.5	8.9	10.2	7.4	4.3	4.9	5.9	9.3
'4	3.6	4.8	5.5	3.8	4.3	2.9	5.0	4.0	1.3	5.8	6.2	4.8	4.0	5.1	4.0	4.9	5.5	4.5	4.4	6.8	2.2	3.9	5.0	1.8	5.1	4.8	7.0	4.3	4.4	4.9	3.5	2.8	3.7	4.7	5.3	4.8	6.5	4.7	2.6	2.9	2.9	6.1
'5	2.6	2.8	5.1	2.7	2.3	2.0	2.9	3.2	0.8	4.7	4.1	3.4	1.6	3.6	3.1	3.5	4.0	3.7	3.0	3.6	1.0	2.7	3.6	1.7	3.8	3.7	4.5	3.2	3.0	3.8	2.7	2.3	2.6	2.8	3.6	3.2	3.8	3.3	1.2	1.9	1.8	3.2
'6	2.3	1.9	3.4	1.9	1.6	2.2	3.0	2.2	0.8	3.3	2.3	2.5	1.2	2.0	2.6	2.8	2.8	2.9	1.9	3.1	0.9	2.0	3.0	0.7	3.4	2.4	3.6	2.9	2.3	2.5	2.3	1.9	1.8	1.3	2.6	1.9	2.6	2.6	1.0	1.8	1.4	2.5
'7	1.5	1.5	3.1	1.4	1.5	1.2	2.8	1.5	0.3	3.2	1.7	2.1	0.8	2.2	1.1	1.5	2.5	2.1	1.6	2.2	0.7	1.3	2.2	0.8	2.7	2.4	2.2	2.4	1.5	1.5	1.4	1.5	1.1	1.2	1.5	1.4	2.5	2.3	1.1	1.0	1.2	1.6
'8	2.0	1.0	2.8	0.7	1.1	1.3	2.3	1.1	0.4	2.2	1.3	1.5	0.4	1.7	1.1	1.6	2.1	1.9	1.4	1.8	0.3	1.2	2.0	0.6	2.2	1.9	2.5	1.7	0.9	1.7	1.4	1.4	0.6	1.4	1.3	0.9	1.6	1.6	1.1	0.9	0.6	1.7
'9	1.1	1.0	1.9	0.8	0.9	0.8	1.6	0.9	0.1	2.2	0.9	1.6	0.2	0.9	1.0	0.7	1.9	1.3	1.2	1.4	0.3	0.8	1.8	0.6	1.8	1.8	1.5	1.6	0.7	1.2	0.8	1.6	0.7	0.4	0.6	0.6	1.5	1.7	0.8	0.7	0.8	1.0
'10	0.7	0.5	1.6	1.1	0.7	0.6	1.5	0.6	0.4	1.7	1.0	1.7	0.1	1.0	0.9	1.1	1.1	1.4	0.9	0.9	0.3	0.3	1.6	0.4	2.1	1.7	1.1	1.5	1.0	1.5	0.9	1.7	0.5	0.0	0.6	0.6	1.4	1.6	0.8	0.7	0.3	0.8
11-15	5.3	2.0	6.3	2.5	1.2	3.0	5.0	2.2	0.3	7.0	2.8	5.0	1.0	3.3	3.4	4.2	5.1	5.2	2.6	3.7	1.3	2.0	7.0	1.4	7.4	5.4	5.4	4.1	1.2	4.1	2.8	5.5	0.9	1.0	2.6	1.4	5.0	7.0	3.4	1.3	1.3	1.8
16-20	3.6	0.3	4.4	0.9	0.7	1.6	4.0	1.7	0.0	5.3	1.1	4.0	0.5	3.0	1.5	1.3	3.7	4.4	2.6	1.2	0.0	0.9	4.5	0.4	5.6	4.5	2.4	2.3	0.6	2.1	2.3	4.1	0.6	0.3	2.0	0.2	3.3	4.5	1.0	0.4	0.5	1.1
21-50	9.9	1.0	5.0	2.1	1.2	2.5	7.1	2.4	0.0	8.8	1.4	8.7	1.0	2.7	4.0	3.3	8.1	7.4	2.5	1.9	0.0	0.7	12.3	0.6	14.4	8.0	7.0	2.2	0.8	5.8	4.5	13.1	0.7	0.8	2.5	1.3	3.5	9.6	1.3	0.1	0.1	1.3
